,price,retail_price,units_sold,uses_ad_boosts,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,urgency_text,merchant_rating_count,merchant_rating
1564,5.91,5,1000,0,156.0,58.0,72.0,45.0,83.0,white,S,50,Livraison standard,2,36,Quantité limitée !,12134,3.86690291742212
1540,5.87,11,1000,1,100.0,41.0,34.0,17.0,17.0,white,S,6,Livraison standard,1,29,None,6187,4.391304347826087
63,5.87,11,1000,1,100.0,41.0,34.0,17.0,17.0,white,S,6,Livraison standard,1,29,Quantité limitée !,6187,4.391304347826087
130,5.86,5,1000,0,71.0,23.0,23.0,11.0,22.0,white,XS,6,Livraison standard,1,30,None,9308,3.993016759776536
795,5.86,11,1000,0,310.0,108.0,46.0,25.0,23.0,black,S,50,Livraison standard,2,29,Quantité limitée !,904,4.264380530973451
1268,5.86,59,1000,1,120.0,44.0,29.0,13.0,17.0,pink,XS,6,Livraison standard,1,41,None,18877,4.079885575038406
301,5.85,13,1000,1,186.0,104.0,97.0,52.0,163.0,blue,XS,9,Livraison standard,2,38,None,25631,3.8947368421052633
219,5.85,13,1000,1,186.0,104.0,97.0,52.0,163.0,blue,XS,9,Livraison standard,2,38,Quantité limitée !,25631,3.8947368421052633
1052,5.84,11,1000,0,171.0,71.0,35.0,12.0,18.0,blue,2XS,1,Livraison standard,1,40,Quantité limitée !,10377,4.172785968969837
51,5.84,11,1000,0,171.0,71.0,35.0,12.0,18.0,blue,2XS,1,Livraison standard,1,40,None,10377,4.172785968969837
1088,5.82,58,1000,1,295.0,147.0,81.0,44.0,56.0,orange,S,50,Livraison standard,2,61,None,1663,4.071557426337943
275,5.8100000000000005,34,1000,1,19.0,8.0,17.0,3.0,7.0,red,XS,2,Livraison standard,2,43,None,80093,4.006692220293909
874,5.8,9,1000,1,25.0,7.0,11.0,4.0,5.0,red,XS,4,Livraison standard,2,43,None,28295,3.8099664251634566
10,5.79,5,1000,0,245.0,101.0,81.0,61.0,125.0,grey,2XS,2,Livraison standard,2,25,Quantité limitée !,9470,3.9568109820485744
13,5.79,42,1000,0,36.0,24.0,23.0,19.0,19.0,red,S,50,Livraison standard,2,43,None,5083,3.9474719653747785
98,5.79,42,1000,0,36.0,24.0,23.0,19.0,19.0,red,S,50,Livraison standard,2,43,Quantité limitée !,5083,3.9474719653747785
69,5.79,30,1000,1,73.0,49.0,23.0,25.0,42.0,white,XS,50,Livraison standard,2,118,None,21012,4.189843898724538
270,5.77,16,1000,0,281.0,151.0,114.0,61.0,80.0,black,L,50,Livraison standard,2,44,None,6570,4.220091324200913
1257,5.75,25,1000,0,55.0,19.0,14.0,7.0,22.0,yellow,S,50,Livraison standard,2,25,None,706,4.209631728045326
188,5.74,59,1000,0,41.0,7.0,10.0,7.0,6.0,red,XS,3,Livraison standard,1,43,None,3161,4.181588105030054
785,5.73,5,1000,1,82.0,30.0,27.0,17.0,26.0,yellow,2XS,50,Livraison standard,1,58,None,3396,4.2794464075382805
429,5.71,13,1000,1,194.0,59.0,29.0,13.0,22.0,red,S,50,Livraison standard,1,38,None,3709,4.242653006201133
24,5.71,5,1000,0,290.0,145.0,104.0,61.0,78.0,black,2XS,19,Livraison standard,2,43,None,80093,4.006692220293909
1405,5.69,10,1000,0,30.0,17.0,15.0,7.0,7.0,yellow,XS,3,Livraison standard,2,20,None,161,4.074534161490683
1123,5.67,6,1000,0,87.0,51.0,45.0,23.0,39.0,white,S,50,Livraison standard,2,43,None,6246,4.0276977265449885
1464,5.66,5,1000,0,134.0,37.0,17.0,16.0,13.0,black,2XL,50,Livraison standard,2,35,Quantité limitée !,9857,4.053971796692705
967,5.65,5,1000,1,50.0,20.0,21.0,8.0,9.0,yellow,M,50,Livraison standard,1,36,None,550,4.054545454545455
754,5.65,6,1000,1,86.0,26.0,28.0,8.0,16.0,black,M,17,Livraison standard,2,23,None,12309,4.0451702006661785
1318,5.65,6,1000,1,86.0,26.0,28.0,8.0,16.0,black,M,17,Livraison standard,2,23,Quantité limitée !,12309,4.0451702006661785
31,5.65,6,1000,1,137.0,42.0,24.0,9.0,5.0,black,2XS,10,Livraison standard,2,38,None,44837,4.065905390637197
29,5.65,6,1000,0,156.0,70.0,34.0,18.0,23.0,white,2XL,50,Livraison standard,2,54,None,7034,4.060278646573784
821,5.65,33,1000,0,67.0,34.0,34.0,20.0,37.0,green,M,50,Livraison standard,2,41,Quantité limitée !,37956,4.030377278954578
834,5.65,7,1000,0,183.0,69.0,37.0,19.0,11.0,blue,L,12,Livraison standard,2,40,None,7627,4.0477251868362405
163,5.0,8,1000,1,9.0,5.0,5.0,3.0,9.0,green,2XS,1,Livraison standard,1,40,Quantité limitée !,8484,3.995167373880245
697,5.0,5,1000,0,80.0,44.0,57.0,23.0,48.0,blue,XS,15,Livraison standard,2,41,Quantité limitée !,15948,4.094745422623526
1097,5.0,5,1000,1,59.0,18.0,14.0,4.0,8.0,red,S,50,Livraison standard,2,48,Quantité limitée !,32168,3.8845436458592384
594,5.0,76,1000,1,173.0,87.0,68.0,31.0,45.0,black,S,1,Livraison standard,2,45,None,25093,4.068664567807756
1383,5.0,25,1000,0,15.0,11.0,11.0,1.0,6.0,blue,OTHER,50,Livraison standard,2,43,None,13979,3.870734673438729
619,5.0,16,1000,1,39.0,10.0,5.0,4.0,4.0,blue,XS,20,Livraison standard,2,41,None,10501,4.029235310922768
1253,5.0,5,1000,1,59.0,18.0,14.0,4.0,8.0,red,S,50,Livraison standard,2,48,None,32168,3.8845436458592384
1376,5.0,5,1000,0,133.0,59.0,32.0,23.0,32.0,blue,XS,1,Envío normal,2,29,None,11078,4.043780465788048
329,5.0,5,1000,0,54.0,16.0,13.0,2.0,9.0,purple,L,50,Livraison standard,2,43,None,10436,4.044844768110386
1032,5.0,5,1000,1,15.0,0.0,1.0,3.0,12.0,other,OTHER,50,Livraison standard,2,27,None,2792,4.325214899713467
223,5.0,5,1000,0,109.0,37.0,25.0,6.0,20.0,white,M,50,Livraison standard,2,39,None,2610,4.15823754789272
1248,5.0,5,1000,1,33.0,13.0,10.0,11.0,35.0,pink,XS,2,Livraison standard,2,20,Quantité limitée !,10320,3.904941860465117
971,5.0,5,1000,1,15.0,0.0,1.0,3.0,12.0,other,OTHER,50,Livraison standard,2,27,Quantité limitée !,2792,4.325214899713467
368,5.0,5,1000,1,191.0,87.0,69.0,41.0,47.0,white,M,50,Livraison standard,1,39,None,3883,4.288179242853464
1507,5.0,5,1000,0,293.0,52.0,19.0,6.0,7.0,other,OTHER,31,Livraison standard,2,35,None,2904,4.422520661157025
1231,5.0,22,1000,0,146.0,64.0,53.0,36.0,96.0,pink,S,50,Livraison standard,1,39,None,3809,3.5828301391441317
581,5.0,5,1000,1,191.0,87.0,69.0,41.0,47.0,white,M,50,Livraison standard,1,39,Quantité limitée !,3883,4.288179242853464
626,5.0,5,1000,1,67.0,26.0,26.0,18.0,18.0,yellow,S,50,Livraison standard,2,45,None,10600,3.8675471698113206
1193,5.0,5,1000,1,95.0,28.0,21.0,9.0,13.0,white,S,1,Livraison standard,2,42,None,13909,4.356819325616507
575,5.0,5,1000,1,63.0,33.0,23.0,11.0,19.0,black_green,M,7,Livraison standard,2,36,None,55499,4.138885385322259
1476,4.93,5,1000,1,28.0,13.0,17.0,11.0,14.0,pink,S,50,Livraison standard,1,45,None,10600,3.8675471698113206
758,49.0,42,100,0,4.0,2.0,0.0,0.0,0.0,red,5XL,2,Livraison Express,12,41,None,29977,4.223137738933182
983,4.9,8,1000,1,43.0,18.0,23.0,8.0,7.0,white,2XS,1,Livraison standard,1,41,None,17752,3.8996732762505633
1379,4.88,25,1000,0,8.0,1.0,6.0,1.0,0.0,white,XS,4,Livraison standard,1,41,None,130598,3.946790915634237
803,4.86,8,1000,1,55.0,23.0,20.0,3.0,14.0,white,XS,1,Livraison standard,1,38,None,21842,3.7899001922900832
835,4.86,5,1000,1,95.0,35.0,28.0,16.0,26.0,white,XS,1,Livraison standard,1,20,None,2707,4.189139268562985
960,4.68,25,1000,1,53.0,25.0,21.0,12.0,16.0,blue,2XL,50,Livraison standard,1,43,None,45372,4.057810984748303
1139,4.0,4,1000,0,215.0,99.0,86.0,53.0,97.0,green,XS,50,Livraison standard,1,32,None,13884,4.222846441947565
807,3.91,4,1000,1,64.0,30.0,18.0,14.0,19.0,yellow,S,50,Livraison standard,1,48,Quantité limitée !,32168,3.8845436458592384
955,3.9,5,1000,0,19.0,4.0,13.0,6.0,15.0,pink,S,9,Livraison standard,1,91,Quantité limitée !,2072,3.882722007722008
1561,3.87,4,1000,1,28.0,11.0,7.0,7.0,9.0,green,XS,1,Livraison standard,1,40,Quantité limitée !,265,3.6264150943396234
797,3.87,4,1000,0,33.0,13.0,19.0,11.0,18.0,grey,XS,1,Livraison standard,1,22,None,3117,4.127366057106192
913,3.85,69,1000,1,51.0,33.0,42.0,26.0,33.0,other,S,1,Livraison standard,1,25,None,703,3.9601706970128014
718,3.85,7,1000,1,81.0,26.0,22.0,6.0,7.0,green,S,1,Livraison standard,1,35,None,31138,4.117444922602608
972,3.84,4,1000,0,19.0,7.0,10.0,3.0,16.0,green,S,50,Livraison standard,1,36,None,791,4.31858407079646
1451,3.81,4,1000,0,41.0,13.0,18.0,11.0,18.0,black,XS,1,Livraison standard,1,37,None,1012,3.983201581027668
180,3.78,4,1000,1,30.0,13.0,11.0,5.0,20.0,red,XS,1,Livraison standard,1,38,None,105015,3.789601485502071
586,3.76,4,1000,0,33.0,17.0,15.0,9.0,21.0,orange,XS,3,Livraison standard,1,22,None,3804,4.109621451104101
1474,3.72,11,1000,1,104.0,41.0,20.0,7.0,6.0,black,OTHER,50,Standard Shipping,1,21,None,32318,4.350176372300266
1181,3.71,6,1000,1,69.0,29.0,33.0,14.0,36.0,yellow,XS,3,Livraison standard,1,42,None,9651,4.079162781058957
97,3.69,4,1000,0,95.0,33.0,32.0,16.0,36.0,red,XS,5,Livraison standard,1,24,None,1559,4.039127645926877
926,3.67,13,1000,0,97.0,48.0,33.0,10.0,9.0,black,S,50,Livraison standard,1,43,None,11505,4.136723163841808
390,3.0,3,1000,1,26.0,25.0,17.0,14.0,27.0,black,2XS,1,Livraison standard,1,38,None,7936,3.964591733870968
681,3.0,3,1000,1,26.0,25.0,17.0,14.0,27.0,black,2XS,1,Livraison standard,1,38,Quantité limitée !,7936,3.964591733870968
977,3.0,5,1000,1,170.0,71.0,45.0,14.0,27.0,black,S,1,Livraison standard,1,90,Quantité limitée !,72885,4.0798518213624195
1161,3.0,3,1000,0,213.0,88.0,54.0,29.0,42.0,grey,S,50,Livraison standard,1,32,None,43676,4.283611136550967
1364,2.8,3,1000,1,26.0,14.0,19.0,3.0,16.0,yellow,XS,8,Livraison standard,1,20,None,1281,4.018735362997658
526,2.76,17,1000,1,28.0,13.0,5.0,2.0,1.0,green,XS,3,Livraison standard,1,43,None,11505,4.136723163841808
1449,2.72,17,1000,1,50.0,18.0,17.0,17.0,14.0,blue,XS,3,Livraison standard,1,43,None,37375,4.179424749163879
1524,2.69,3,1000,1,30.0,12.0,5.0,6.0,21.0,blue,OTHER,50,Livraison standard,1,127,None,193,3.9585492227979273
1200,26.0,168,100,1,9.0,8.0,1.0,1.0,1.0,black,M,50,Livraison standard,7,17,None,131,3.854961832061069
763,23.0,118,100,0,63.0,16.0,16.0,6.0,17.0,orange,M,50,Livraison standard,6,54,None,8117,4.064925465073303
1240,2.0,6,1000,0,41.0,23.0,19.0,10.0,28.0,red,XS,1,Livraison standard,1,36,None,543,4.1197053406998165
1287,20.0,17,100,1,22.0,7.0,9.0,5.0,17.0,green,OTHER,50,Livraison standard,6,36,None,64,3.25
729,2.0,2,1000,0,50.0,14.0,6.0,4.0,7.0,green,XS,1,Livraison standard,1,35,None,126370,4.14695734747171
102,20.0,17,100,1,2.0,3.0,5.0,0.0,5.0,green,OTHER,50,Livraison standard,6,36,None,67,3.2985074626865667
915,2.0,2,1000,0,50.0,14.0,6.0,4.0,7.0,green,XS,1,Livraison standard,1,35,Quantité limitée !,126370,4.14695734747171
726,2.0,2,1000,1,82.0,28.0,15.0,5.0,13.0,silver,OTHER,50,Livraison standard,1,42,None,1055,4.036018957345972
886,2.0,56,1000,1,17.0,10.0,6.0,2.0,6.0,green,S,2,Livraison standard,1,27,None,3119,3.9099070214812435
606,2.0,6,1000,1,15.0,8.0,3.0,4.0,1.0,red,XS,1,Livraison standard,1,35,None,31138,4.117444922602608
1074,2.0,2,1000,0,50.0,14.0,6.0,4.0,7.0,green,XS,1,Livraison standard,1,35,None,126370,4.14695734747171
12,1.91,6,1000,1,49.0,29.0,24.0,14.0,25.0,orange,XS,1,Envio Padrão,1,38,None,557,4.123877917414721
1330,19.0,17,100,1,39.0,12.0,5.0,1.0,4.0,beige,OTHER,50,Livraison standard,6,38,None,487,4.234086242299795
1092,1.86,2,1000,1,20.0,2.0,5.0,4.0,5.0,black,3XS,50,Livraison standard,1,42,Quantité limitée !,45524,3.9729373517265616
160,18.0,115,100,0,73.0,36.0,31.0,12.0,25.0,red,M,34,Livraison standard,5,51,Quantité limitée !,300,4.156666666666666
413,1.8,2,1000,1,35.0,10.0,13.0,8.0,10.0,green,XS,4,Livraison standard,1,20,None,4230,4.041371158392435
475,18.0,47,100,0,27.0,4.0,1.0,1.0,1.0,black,2XL,5,Livraison standard,5,82,None,1465,4.2266211604095565
1230,18.0,76,100,0,47.0,24.0,19.0,9.0,21.0,green,XL,9,Livraison standard,5,41,Quantité limitée !,8950,4.274301675977654
1505,1.8,2,1000,1,7.0,4.0,4.0,0.0,0.0,orange,XS,1,Livraison standard,1,41,None,50864,4.079643755898081
871,1.72,26,1000,1,10.0,5.0,2.0,1.0,0.0,yellow,XS,9,Livraison standard,1,43,Quantité limitée !,1373,4.007283321194465
1025,1.7,9,1000,1,41.0,17.0,13.0,5.0,10.0,other,OTHER,50,Livraison standard,1,57,Quantité limitée !,484,3.9917355371900825
403,1.68,2,1000,1,129.0,42.0,27.0,7.0,33.0,red,OTHER,1,Livraison standard,1,23,None,12309,4.0451702006661785
164,1.68,2,1000,1,20.0,13.0,10.0,2.0,6.0,black,XS,1,Livraison standard,1,30,Quantité limitée !,365,3.9424657534246577
1371,1.66,2,1000,1,21.0,6.0,2.0,0.0,4.0,other,OTHER,50,Livraison standard,1,34,None,15221,4.3932067538269495
454,1.65,2,1000,1,89.0,26.0,31.0,14.0,31.0,white,2XS,1,Livraison standard,1,38,Quantité limitée !,5654,3.9587902370003536
442,1.65,2,1000,1,89.0,26.0,31.0,14.0,31.0,white,2XS,1,Livraison standard,1,38,None,5654,3.9587902370003536
1284,16.0,14,100,1,13.0,2.0,2.0,4.0,6.0,black,M,50,Livraison standard,4,35,None,572,3.367132867132867
1051,16.0,14,100,1,39.0,21.0,10.0,4.0,15.0,yellow,M,50,Livraison standard,5,41,None,130598,3.946790915634237
1559,16.0,14,100,1,43.0,18.0,11.0,2.0,8.0,white,S,50,Livraison standard,5,36,None,514,4.217898832684825
1354,16.0,50,100,0,22.0,12.0,4.0,3.0,5.0,black,XS,18,Livraison standard,5,32,None,19632,4.310666259168704
1288,16.0,14,100,1,39.0,21.0,10.0,4.0,15.0,yellow,M,50,Livraison standard,5,41,Quantité limitée !,130598,3.946790915634237
1494,16.0,88,100,0,5.0,1.0,0.0,1.0,2.0,black,M,50,Livraison standard,4,32,None,16726,4.0444816453425805
1114,16.0,33,100,1,34.0,13.0,7.0,3.0,4.0,other,M,50,Livraison standard,5,33,Quantité limitée !,2435,3.9967145790554417
1446,16.0,84,100,0,11.0,5.0,3.0,0.0,8.0,black,S,50,Livraison standard,4,39,None,9940,4.048993963782697
1176,16.0,14,100,1,7.0,2.0,3.0,1.0,5.0,black,L,50,Livraison standard,5,81,None,901,3.982241953385128
1084,16.0,16,100,0,26.0,7.0,7.0,2.0,8.0,white,OTHER,50,Livraison standard,5,25,None,7676,4.039473684210527
0,16.0,14,100,0,26.0,8.0,10.0,1.0,9.0,white,M,50,Livraison standard,4,34,Quantité limitée !,568,4.128521126760563
371,16.0,14,100,0,6.0,1.0,2.0,0.0,1.0,blue,S,50,Livraison standard,4,44,None,16803,4.1550318395524615
252,16.0,14,100,1,43.0,18.0,11.0,2.0,8.0,white,S,50,Livraison standard,5,36,Quantité limitée !,514,4.217898832684825
925,16.0,14,100,0,5.0,3.0,2.0,0.0,1.0,black,S,50,Livraison standard,5,26,None,3588,4.148272017837234
643,16.0,14,100,0,5.0,3.0,2.0,0.0,1.0,black,S,50,Livraison standard,5,26,Quantité limitée !,3588,4.148272017837234
653,16.0,84,100,0,11.0,5.0,3.0,0.0,8.0,black,S,50,Livraison standard,4,39,Quantité limitée !,9940,4.048993963782697
138,16.0,76,100,1,15.0,9.0,2.0,5.0,7.0,red,S,50,Livraison standard,5,58,None,1088,4.272058823529412
489,16.0,22,100,1,20.0,17.0,9.0,6.0,20.0,grey,M,39,Livraison standard,4,34,None,79,3.4177215189873418
583,16.0,18,100,0,33.0,15.0,10.0,2.0,9.0,yellow,M,50,Standardowa wysyłka,4,41,None,37753,3.828569914973644
407,16.0,106,100,0,38.0,21.0,5.0,8.0,4.0,white,M,50,Livraison standard,5,40,None,15551,4.2336827213684005
880,15.0,59,100,0,94.0,50.0,21.0,12.0,25.0,other,M,11,Livraison standard,4,30,None,7267,4.157836796477226
485,15.0,28,100,1,25.0,9.0,8.0,11.0,16.0,blue,S,50,Livraison standard,4,51,None,897,3.8506131549609814
1033,15.0,13,100,0,29.0,14.0,7.0,2.0,4.0,blue,L,50,Livraison standard,4,41,None,2166,4.030470914127424
1563,15.0,92,100,0,26.0,15.0,15.0,7.0,11.0,red,L,50,Envio Padrão,4,38,None,151914,4.127921060600077
1207,15.0,13,100,0,29.0,14.0,7.0,2.0,4.0,blue,L,50,Livraison standard,4,41,Quantité limitée !,2166,4.030470914127424
265,14.0,13,100,0,82.0,17.0,7.0,3.0,4.0,grey,S,50,Livraison standard,3,40,Quantité limitée !,7627,4.0477251868362405
777,14.0,12,100,0,41.0,8.0,10.0,2.0,4.0,black,S,50,Livraison standard,4,33,None,3520,4.169886363636364
310,14.0,104,100,1,20.0,17.0,19.0,4.0,11.0,orange,S,50,Livraison standard,4,31,None,151,3.7615894039735096
1035,14.0,84,100,0,47.0,20.0,16.0,7.0,13.0,black,S,50,Livraison standard,3,49,None,29265,4.288399111566719
711,14.0,126,100,1,76.0,37.0,19.0,10.0,8.0,red,S,50,Livraison standard,4,40,Quantité limitée !,14291,4.184731649289763
364,14.0,84,100,1,35.0,10.0,7.0,4.0,4.0,white,S,2,Livraison standard,3,43,None,849,3.7078916372202593
766,14.0,92,100,0,8.0,11.0,4.0,0.0,2.0,red,M,50,Livraison standard,4,40,None,7328,4.227620087336245
908,14.0,13,100,0,82.0,17.0,7.0,3.0,4.0,grey,S,50,Livraison standard,3,40,None,7627,4.0477251868362405
204,14.0,26,100,0,31.0,14.0,8.0,6.0,13.0,grey,XS,2,Livraison standard,3,39,None,7385,4.087339201083277
1468,14.0,50,100,1,0.0,0.0,0.0,0.0,0.0,blue,S,8,Livraison standard,3,43,None,22711,3.8720443837787855
1128,14.0,85,100,0,36.0,11.0,8.0,4.0,2.0,blue,S,50,Livraison standard,4,41,None,12913,3.981336637497096
680,14.0,25,100,1,23.0,9.0,8.0,5.0,5.0,green,XS,2,Livraison standard,4,39,Quantité limitée !,230,3.908695652173913
30,14.0,76,100,0,17.0,4.0,6.0,3.0,1.0,other,S,50,Livraison standard,4,36,Quantité limitée !,51369,3.9682688002491777
1085,14.0,51,100,0,18.0,5.0,4.0,4.0,5.0,black,S,50,Livraison standard,4,42,None,16885,3.897897542197216
932,14.0,12,100,0,6.0,1.0,3.0,1.0,9.0,pink,S,14,Livraison standard,3,27,Quantité limitée !,1643,3.922702373706634
96,14.0,92,100,1,10.0,2.0,0.0,0.0,1.0,black,XS,50,Livraison standard,3,36,None,54,4.185185185185185
713,14.0,97,100,0,20.0,16.0,7.0,0.0,1.0,beige,S,3,Livraison standard,4,36,None,878,4.210706150341686
1531,27.0,23,50,1,7.0,2.0,2.0,1.0,0.0,black_blue,XS,50,Standard Shipping,7,26,None,399,3.93734335839599
253,13.0,11,100,0,7.0,1.0,0.0,1.0,2.0,yellow,S,50,Livraison standard,3,28,None,38,3.4736842105263164
1286,13.0,85,100,0,29.0,6.0,4.0,4.0,4.0,brown,S,50,Livraison standard,3,40,Quantité limitée !,9078,3.878166997135933
267,13.0,11,100,1,3.0,0.0,0.0,0.0,1.0,yellow,S,29,Expediere Standard,3,42,None,45151,4.0329560807069615
791,13.0,11,100,0,5.0,0.0,0.0,0.0,4.0,green,L,50,Livraison standard,3,41,Quantité limitée !,111,3.8018018018018016
425,13.0,25,100,1,29.0,16.0,10.0,7.0,17.0,red,S,50,Livraison standard,3,41,Quantité limitée !,27764,3.9504034000864423
284,13.0,26,100,0,65.0,16.0,15.0,8.0,9.0,other,OTHER,50,Livraison standard,3,35,None,3682,4.4630635524171645
999,13.0,11,100,0,18.0,4.0,1.0,1.0,2.0,pink_white,XS,50,Livraison standard,3,139,None,21,4.047619047619048
296,13.0,11,100,1,3.0,0.0,0.0,0.0,1.0,yellow,S,29,Expediere Standard,3,42,Quantité limitée !,45151,4.0329560807069615
707,13.0,15,100,0,21.0,11.0,6.0,8.0,9.0,green,OTHER,2,Livraison standard,3,33,None,3276,4.428571428571429
406,13.0,11,100,0,18.0,4.0,1.0,1.0,2.0,pink_white,XS,50,Livraison standard,3,139,Quantité limitée !,21,4.047619047619048
1340,13.0,34,100,0,23.0,14.0,5.0,4.0,8.0,yellow,XS,50,Livraison standard,3,41,Quantité limitée !,4080,3.987990196078431
1571,13.0,11,100,0,0.0,1.0,0.0,0.0,1.0,white,S,36,Livraison standard,3,29,None,31,3.7741935483870965
937,13.0,56,100,1,8.0,5.0,1.0,2.0,4.0,black,S,50,Livraison standard,3,38,None,111,3.774774774774775
832,13.0,15,100,0,21.0,11.0,6.0,8.0,9.0,green,OTHER,2,Livraison standard,3,33,Quantité limitée !,3276,4.428571428571429
436,13.0,11,100,0,1.0,1.0,2.0,0.0,0.0,red,XS,35,Livraison standard,3,43,None,18029,4.1006156747462414
1458,13.0,34,100,0,23.0,14.0,5.0,4.0,8.0,yellow,XS,50,Livraison standard,3,41,None,4080,3.987990196078431
909,13.0,93,100,0,68.0,27.0,15.0,9.0,8.0,pink,S,5,Livraison standard,3,40,None,26833,4.235381805985168
1178,13.0,68,100,1,50.0,18.0,19.0,8.0,26.0,black,S,12,Livraison standard,3,40,None,18079,4.194922285524642
154,13.0,11,100,0,0.0,1.0,0.0,0.0,1.0,white,S,36,Livraison standard,3,29,Quantité limitée !,31,3.7741935483870965
1513,13.0,11,100,0,5.0,0.0,0.0,0.0,4.0,green,L,50,Livraison standard,3,41,None,111,3.8018018018018016
1213,13.0,26,100,0,17.0,8.0,5.0,1.0,6.0,beige,M,50,Livraison standard,3,41,None,1022,3.86399217221135
985,25.0,38,50,1,2.0,1.0,1.0,0.0,2.0,other,S,10,Livraison standard,7,27,None,401,4.00997506234414
1144,12.0,43,100,1,12.0,5.0,1.0,4.0,4.0,blue,L,50,Livraison standard,3,52,None,425,4.1105882352941165
1299,12.0,102,100,1,39.0,19.0,8.0,4.0,5.0,other,S,50,Livraison standard,3,40,None,7740,4.227260981912145
555,12.0,11,100,1,0.0,0.0,0.0,0.0,0.0,yellow,XS,5,Livraison standard,3,25,None,6,4.5
496,12.0,11,100,1,10.0,11.0,8.0,2.0,9.0,black,4XL,50,Livraison standard,3,38,None,7936,3.964591733870968
1083,12.0,11,100,1,2.0,0.0,2.0,0.0,2.0,white,S,10,Livraison standard,3,25,Quantité limitée !,366,3.9754098360655736
1148,12.0,11,100,1,0.0,0.0,0.0,0.0,0.0,yellow,XS,5,Livraison standard,3,25,Quantité limitée !,6,4.5
816,12.0,11,100,1,2.0,0.0,2.0,0.0,2.0,white,S,10,Livraison standard,3,25,None,366,3.9754098360655736
1256,12.0,11,100,0,14.0,3.0,5.0,3.0,5.0,black,M,50,Livraison standard,3,38,Quantité limitée !,105015,3.789601485502071
1026,12.0,59,100,0,24.0,16.0,10.0,2.0,12.0,white,S,50,Livraison standard,3,44,Quantité limitée !,5244,4.0139206712433255
393,12.0,75,100,1,7.0,3.0,6.0,2.0,10.0,white,XS,1,Livraison standard,3,38,None,29,3.034482758620689
1044,12.0,11,100,0,7.0,1.0,1.0,1.0,1.0,black,M,50,Livraison standard,3,84,None,1770,3.9338983050847456
709,12.0,100,100,0,16.0,8.0,7.0,5.0,4.0,other,OTHER,50,Livraison standard,3,28,Quantité limitée !,4758,4.243589743589744
124,12.0,43,100,0,7.0,9.0,7.0,1.0,3.0,pink,M,50,الشحن القياسي,3,42,None,3237,3.948409020698177
42,12.0,14,100,1,11.0,6.0,2.0,1.0,4.0,black,S,50,Standardversand,3,22,None,196,4.020408163265306
923,12.0,11,100,0,23.0,4.0,1.0,4.0,5.0,white,S,50,Livraison standard,3,42,None,1452,3.7355371900826446
927,12.0,11,100,0,40.0,24.0,24.0,4.0,12.0,yellow,S,50,Livraison standard,3,42,None,17002,4.0278202564404175
170,12.0,11,100,0,0.0,1.0,0.0,0.0,2.0,pink,XS,50,Livraison standard,3,38,None,5301,4.001131861912847
1430,12.0,11,100,1,0.0,0.0,0.0,0.0,1.0,yellow,XS,4,Livraison standard,3,25,None,3,3.0
1197,11.0,10,100,1,5.0,1.0,2.0,1.0,1.0,yellow,XS,10,Livraison standard,2,26,Quantité limitée !,247,3.94331983805668
578,11.0,10,100,0,15.0,8.0,12.0,4.0,10.0,blue,M,50,Livraison standard,2,80,None,168,3.7321428571428568
557,11.0,10,100,0,46.0,24.0,14.0,6.0,8.0,red,M,50,Livraison standard,2,42,None,5070,4.2767258382643
588,11.0,10,100,1,11.0,11.0,7.0,5.0,11.0,blue,XS,1,Livraison standard,3,26,Quantité limitée !,364,3.381868131868132
556,11.0,10,100,1,29.0,10.0,15.0,6.0,11.0,green,4XL,50,Livraison standard,3,35,Quantité limitée !,2782,4.06901509705248
592,11.0,10,100,1,11.0,3.0,3.0,6.0,5.0,blue,S,50,Livraison standard,2,18,None,1151,4.3249348392702
1172,11.0,26,100,1,1.0,0.0,0.0,0.0,0.0,black,S,15,Livraison standard,3,80,Quantité limitée !,8685,4.1407023603914785
633,11.0,10,100,1,5.0,3.0,1.0,2.0,2.0,black,XL,50,Livraison standard,2,42,Quantité limitée !,885,4.15593220338983
638,11.0,10,100,0,15.0,8.0,12.0,4.0,10.0,blue,M,50,Livraison standard,2,80,Quantité limitée !,168,3.7321428571428568
99,11.0,30,100,1,17.0,4.0,3.0,1.0,3.0,orange_other,OTHER,2,Livraison standard,3,45,None,9541,4.210460119484331
117,11.0,10,100,1,7.0,1.0,2.0,1.0,1.0,black,S,50,Livraison standard,2,32,None,546,4.014652014652015
370,11.0,10,100,0,3.0,0.0,0.0,0.0,0.0,blue,OTHER,3,Livraison standard,2,42,None,299,4.247491638795987
139,11.0,10,100,0,3.0,2.0,0.0,0.0,0.0,silver,OTHER,12,Livraison standard,3,42,None,38936,4.122996712553935
1138,11.0,84,100,1,6.0,5.0,4.0,0.0,3.0,grey,XS,5,Livraison standard,2,27,None,435,3.855172413793104
1522,11.0,49,100,0,12.0,4.0,3.0,5.0,2.0,red,M,25,Livraison standard,2,43,None,1160,4.143965517241379
1528,11.0,17,100,0,2.0,1.0,0.0,0.0,0.0,red,S,50,Livraison standard,2,14,Quantité limitée !,1279,3.7075840500390935
1125,11.0,85,100,0,8.0,3.0,4.0,0.0,4.0,blue,S,50,Livraison standard,2,40,None,26833,4.235381805985168
